"site","date","day_avg_temp"
"Arroyo Burro",2003-11-29,14.6839583333333
"Arroyo Burro",2003-11-30,14.649375
"Arroyo Burro",2003-12-01,14.6083333333333
"Arroyo Burro",2003-12-02,14.6564583333333
"Arroyo Burro",2003-12-03,14.5921875
"Arroyo Burro",2003-12-04,14.5717708333333
"Arroyo Burro",2003-12-05,14.941875
"Arroyo Burro",2003-12-06,15.003125
"Arroyo Burro",2003-12-07,14.8995833333333
"Arroyo Burro",2003-12-08,14.5133333333333
"Arroyo Burro",2003-12-09,14.4417708333333
"Arroyo Burro",2003-12-10,14.6655208333333
"Arroyo Burro",2003-12-11,14.3411458333333
"Arroyo Burro",2003-12-12,13.69125
"Arroyo Burro",2003-12-13,13.965
"Arroyo Burro",2003-12-14,14.1402083333333
"Arroyo Burro",2003-12-15,14.1844791666667
"Arroyo Burro",2003-12-16,14.1101041666667
"Arroyo Burro",2003-12-17,14.029375
"Arroyo Burro",2003-12-18,14.0215625
"Arroyo Burro",2003-12-19,14.0061458333333
"Arroyo Burro",2003-12-20,14.1371875
"Arroyo Burro",2003-12-21,14.2389583333333
"Arroyo Burro",2003-12-22,14.1984375
"Arroyo Burro",2003-12-23,14.07875
"Arroyo Burro",2003-12-24,14.2113541666667
"Arroyo Burro",2003-12-25,14.2829166666667
"Arroyo Burro",2003-12-26,13.89875
"Arroyo Burro",2003-12-27,13.0157291666667
"Arroyo Burro",2003-12-28,13.0142708333333
"Arroyo Burro",2003-12-29,13.1430208333333
"Arroyo Burro",2003-12-30,13.0883333333333
"Arroyo Burro",2003-12-31,13.2476041666667
"Arroyo Burro",2004-01-01,13.2314583333333
"Arroyo Burro",2004-01-02,13.299375
"Arroyo Burro",2004-01-03,13.0895833333333
"Arroyo Burro",2004-01-04,12.8552083333333
"Arroyo Burro",2004-01-05,12.9251041666667
"Arroyo Burro",2004-01-06,12.9866666666667
"Arroyo Burro",2004-01-07,13.0146875
"Arroyo Burro",2004-01-08,13.1271875
"Arroyo Burro",2004-01-09,13.06
"Arroyo Burro",2004-01-10,13.01375
"Arroyo Burro",2004-01-11,13.1584375
"Arroyo Burro",2004-01-12,13.2679166666667
"Arroyo Burro",2004-01-13,13.25875
"Arroyo Burro",2004-01-14,13.24875
"Arroyo Burro",2004-01-15,13.3544791666667
"Arroyo Burro",2004-01-16,13.5555208333333
"Arroyo Burro",2004-01-17,13.5059375
"Arroyo Burro",2004-01-18,13.5096875
"Arroyo Burro",2004-01-19,13.6189583333333
"Arroyo Burro",2004-01-20,13.7432291666667
"Arroyo Burro",2004-01-21,13.7257291666667
"Arroyo Burro",2004-01-22,13.8133333333333
"Arroyo Burro",2004-01-23,13.9157291666667
"Arroyo Burro",2004-01-24,13.9261458333333
"Arroyo Burro",2004-01-25,13.8996875
"Arroyo Burro",2004-01-26,13.9317708333333
"Arroyo Burro",2004-01-27,13.9063541666667
"Arroyo Burro",2004-01-28,13.7482291666667
"Arroyo Burro",2004-01-29,13.7234375
"Arroyo Burro",2004-01-30,13.9464583333333
"Arroyo Burro",2004-01-31,13.49875
"Arroyo Burro",2004-02-01,13.5382291666667
"Arroyo Burro",2004-02-02,13.5575
"Arroyo Burro",2004-02-03,13.3497916666667
"Arroyo Burro",2004-02-04,12.2097916666667
"Arroyo Burro",2004-02-05,12.0717708333333
"Arroyo Burro",2004-02-06,12.2967708333333
"Arroyo Burro",2004-02-07,12.4963541666667
"Arroyo Burro",2004-02-08,12.7596875
"Arroyo Burro",2004-02-09,12.8492708333333
"Arroyo Burro",2004-02-10,12.8089583333333
"Arroyo Burro",2004-02-11,12.9611458333333
"Arroyo Burro",2004-02-12,13.1503125
"Arroyo Burro",2004-02-13,13.1328125
"Arroyo Burro",2004-02-14,13.3458333333333
"Arroyo Burro",2004-02-15,13.4361458333333
"Arroyo Burro",2004-02-16,13.370625
"Arroyo Burro",2004-02-17,13.2371875
"Arroyo Burro",2004-02-18,13.2402083333333
"Arroyo Burro",2004-02-19,13.11125
"Arroyo Burro",2004-02-20,13.0689583333333
"Arroyo Burro",2004-02-21,12.87
"Arroyo Burro",2004-02-22,12.7983333333333
"Arroyo Burro",2004-02-23,13.0435416666667
"Arroyo Burro",2004-02-24,13.3182291666667
"Arroyo Burro",2004-02-25,13.2934375
"Arroyo Burro",2004-02-26,13.2984375
"Arroyo Burro",2004-02-27,13.1417708333333
"Arroyo Burro",2004-02-28,12.6808333333333
"Arroyo Burro",2004-02-29,12.5486458333333
"Arroyo Burro",2004-03-01,12.8075
"Arroyo Burro",2004-03-02,12.7972916666667
"Arroyo Burro",2004-03-03,13.0617708333333
"Arroyo Burro",2004-03-04,13.1707291666667
"Arroyo Burro",2004-03-05,13.354375
"Arroyo Burro",2004-03-06,13.3790625
"Arroyo Burro",2004-03-07,13.3772916666667
"Arroyo Burro",2004-03-08,13.3461458333333
"Arroyo Burro",2004-03-09,13.568125
"Arroyo Burro",2004-03-10,13.5172916666667
"Arroyo Burro",2004-03-11,13.3208333333333
"Arroyo Burro",2004-03-12,14.024375
"Arroyo Burro",2004-03-13,14.1994791666667
